500,100000
270,221,2623
167,82,12341
308,195,16986
402,152,18080
132,51,19227
451,338,13171
32,283,27483
359,184,18895
21,446,14053
5,203,11001
66,260,17824
53,324,29737
169,478,11383
412,87,12174
40,175,1800
385,392,12517
232,286,27993
16,232,9227
391,148,19408
268,482,15882
402,69,15789
312,180,19664
141,345,5541
365,145,11895
297,20,5513
170,225,103
93,161,28715
458,362,12288
59,17,25372
67,347,23229
444,211,18954
442,87,4690
317,146,25505
3,185,22946
254,458,28208
298,435,4492
21,62,10897
344,329,9721
147,286,31372
269,345,25300
29,278,1323
32,69,21224
252,487,18469
58,161,17910
312,436,4887
450,156,31792
400,388,4864
122,37,21765
215,106,21867
253,205,10857
4,179,10598
129,436,25052
208,351,20094
77,442,9536
449,208,19208
166,403,4636
262,54,29283
292,76,30061
494,145,31850
305,277,627
256,401,28478
159,370,24016
226,65,11903
91,370,15206
226,272,5162
459,333,4944
61,266,14794
95,500,10425
315,210,4481
142,27,4477
238,30,20389
452,337,19009
29,340,3807
203,129,344
294,303,11125
207,146,24709
63,201,187
54,207,25150
369,64,12563
486,460,799
210,172,24770
189,459,31398
255,334,11475
273,332,7550
8,169,23367
171,161,26949
252,213,13213
180,436,32206
377,442,840
155,447,8413
184,21,31934
120,238,791
416,120,7925
494,93,21120
244,191,1169
29,323,7241
355,129,7656
277,412,4964
177,6,9778
125,49,25612
55,307,13852
155,332,23499
1,179,2549
143,315,10923
85,126,21818
155,381,25941
384,438,20634
102,484,25035
320,22,4877
396,391,9007
93,439,14870
238,406,10804
224,135,3479
258,111,4658
379,321,27641
111,347,4375
112,436,28771
356,443,3557
82,403,11916
357,29,1292
484,95,9106
487,262,18002
242,290,15003
242,482,6602
300,283,14913
252,149,18464
484,192,30400
164,264,14006
433,57,31150
35,289,12496
414,435,12034
12,22,23205
11,2,22072
268,229,15426
333,174,31972
141,197,495
263,262,19368
326,10,17097
431,436,15308
298,429,25839
457,233,22178
185,355,14839
280,296,7388
124,420,16807
322,46,31
114,434,6419
140,328,17392
421,418,20044
143,113,19305
220,399,13165
271,232,5878
12,259,17316
226,74,11602
140,72,27919
248,165,12808
463,38,22945
410,329,12621
305,492,30026
223,403,19061
367,223,3432
371,38,27382
52,95,5787
427,132,4589
16,285,17735
499,225,27681
118,399,6328
136,396,94
124,428,20289
126,471,30171
494,383,24272
102,443,21230
208,444,5531
87,133,27010
335,18,12722
410,106,20344
452,103,20290
333,327,18813
163,104,1802
246,121,17729
358,111,1408
65,398,2505
158,363,5178
368,306,27084
456,68,10094
384,133,12917
401,323,18303
176,476,29518
20,266,16410
467,165,19745
129,496,24332
193,3,5094
279,341,23625
305,266,13342
255,85,12778
259,216,1585
15,473,1540
316,267,15299
112,487,3587
237,144,17233
484,288,30575
401,231,2740
305,347,27901
130,136,30027
318,271,9368
382,333,17730
457,410,6522
362,9,24891
358,459,29783
467,445,2656
247,450,925
309,434,31810
17,145,6017
60,33,16923
69,276,26825
105,25,17730
60,85,26739
167,213,29372
149,114,376
223,128,22178
65,7,23273
21,487,32128
74,424,29381
232,270,19034
403,270,9910
60,428,19342
243,30,3570
408,156,17908
245,441,1080
210,24,925
192,493,19758
290,82,4225
192,101,26876
420,40,28111
366,213,26401
84,319,28363
306,286,7440
389,248,18441
294,296,20890
434,347,27390
166,439,26845
260,467,31150
119,294,20890
36,456,20874
322,240,9410
239,372,15401
234,287,25510
115,180,12801
237,399,11089
235,353,14397
454,137,27484
379,166,9255
89,188,12014
290,13,22377
41,225,4121
409,246,1646
21,268,30022
137,125,240
52,357,31627
59,250,17991
249,266,7979
406,263,3313
268,349,12604
94,407,30012
410,443,11092
425,107,31952
277,33,2074
211,438,29270
210,327,6032
170,371,5565
294,484,24291
40,349,23578
100,113,26063
68,382,4461
98,260,22297
280,27,24132
248,108,21658
149,275,30891
240,485,18083
66,26,4092
232,206,8595
130,471,7011
149,240,3585
3,412,16703
46,472,24260
193,162,8605
228,199,7609
169,330,30846
269,13,809
335,477,23735
205,496,13572
468,173,26232
295,16,639
147,118,21734
344,477,7161
232,346,18357
297,6,2242
207,304,29585
101,172,12961
224,330,17953
177,162,5107
408,103,31443
229,344,9587
364,36,5781
279,483,28425
149,319,10165
316,417,29673
271,359,7049
184,253,9022
472,139,1722
370,68,20948
426,133,18381
38,400,3562
24,65,6672
328,432,27855
88,80,15031
411,422,26978
330,348,14522
248,235,18439
432,274,15830
312,103,7155
105,483,32707
379,372,23180
231,444,12503
6,280,13318
305,77,646
50,47,7471
397,55,27433
478,350,11037
137,93,20212
483,283,25432
433,223,16881
331,318,19258
187,141,28266
323,289,27293
417,380,20468
456,220,20274
499,8,30545
144,499,11081
197,387,9693
67,424,26112
186,183,20312
94,479,11273
184,214,1811
325,311,6029
469,16,6645
489,346,10965
249,226,10454
81,419,27838
118,424,3869
363,71,18209
161,423,20384
36,397,9918
201,102,13889
152,418,6469
80,373,26298
476,397,4493
280,259,16745
384,2,6889
189,71,4901
317,173,22037
371,34,22292
471,172,4970
178,114,11042
207,98,15964
60,369,27404
240,388,24245
466,304,24802
279,28,17782
255,169,12969
145,236,26533
27,488,3006
88,226,1570
142,36,6775
407,422,22020
123,283,19675
466,112,28203
280,216,22634
69,391,5432
25,124,5150
24,391,20556
293,418,6125
454,374,10339
127,351,22389
231,30,19266
127,472,22297
281,74,3485
253,111,24106
479,278,11219
157,301,4279
183,184,10831
156,99,1010
487,315,14458
65,46,24997
451,232,18132
224,375,14174
103,199,21225
145,258,20363
67,419,1708
131,212,23693
290,481,19447
364,61,28224
200,184,5701
399,492,5841
337,440,11443
406,388,27485
472,164,20939
219,323,23535
411,111,24597
430,210,5818
165,333,933
190,37,1684
58,21,14879
250,25,10405
256,453,9389
130,188,12855
292,380,15249
6,94,4867
52,147,16128
345,44,28934
45,130,3582
83,9,13042
227,55,26636
200,336,9873
486,474,11215
302,409,7087
269,371,1759
350,213,7968
388,79,11171
313,451,3569
322,334,16159
258,56,30845
169,359,13259
447,236,22436
86,199,19682
470,428,27802
153,125,27795
159,494,10762
432,10,1372
264,253,31341
112,401,2852
396,197,4492
478,333,17139
173,4,32198
150,233,11159
400,14,9923
35,350,6131
212,17,12647
272,367,5471
225,88,27637
457,199,3075
77,492,7783
41,349,11547
126,131,13005
17,162,170
14,480,31233
328,359,13358
167,173,14272
73,157,27502
72,118,21770
36,433,22679
266,180,20298
230,345,12055
289,139,31119
296,101,30589
92,292,12361
471,34,32045
166,316,28632
277,30,3121
266,398,4686
176,110,4500
99,54,29632
22,400,22139
155,456,220
216,272,7047
372,2,31275
145,49,28852
88,115,21035
116,299,9513
84,250,8342
445,270,1978
106,98,20322
373,455,1101
300,401,14554
84,145,275
196,306,21942
457,445,22158
51,333,20494
15,299,8165
21,175,23686
377,46,9231
307,314,12906
408,264,7080
304,334,17591
38,308,19743
53,29,23387
210,466,28608
370,280,20475
74,410,23367
223,269,29656
298,205,3322
55,168,19636
496,123,19580
144,482,29886
404,53,2523
69,16,20747
485,48,21848
133,107,17333
417,225,20673
407,28,27136
337,355,11177
426,145,19576
153,182,23347
359,196,7581
129,475,23901
289,372,7022
338,308,20324
356,395,31562
65,173,22002
57,44,9434
137,384,15230
149,465,26703
11,489,22836
480,135,20154
188,332,2930
446,77,17569
405,4,29045
234,366,28309
491,77,22959
454,460,9383
170,365,25186
452,274,19771
5,434,16571
55,102,31693
365,315,8646
342,449,18930
73,112,21553
86,379,7644
341,270,28835
10,158,10257
240,469,25759
87,438,10148
493,373,17107
402,155,4037
260,172,6527
488,117,5601
132,275,13403
260,370,28992
16,442,14063
5,296,29118
152,14,6779
483,96,2034
65,221,1153
191,347,28808
267,303,18586
462,15,1573
379,74,12903
144,326,902
256,234,14915
389,141,24319
228,18,8834
371,235,31744
4,230,20318
418,387,9890
196,101,15146
86,49,12711
222,405,21862
166,45,2417
326,362,14012
491,407,19361
47,338,16444
62,315,26893
376,451,9575
224,470,14032
410,244,28710
105,177,16810
134,394,14223
234,199,16259
126,173,11384
178,36,30105
254,295,14904
31,126,32134
384,275,8243
358,85,19949
343,165,11343
480,18,25189
69,481,22855
158,336,2309
33,364,3573
197,89,31430
89,493,22860
116,372,5440
314,359,21458
245,457,19740
254,257,6965
17,87,15745
420,397,17825
143,216,13579
280,463,14332
300,457,22557
246,412,20191
47,286,22955
290,392,32583
36,162,11037
36,139,20351
374,68,23571
399,434,15611
280,118,31766
267,56,4941
201,371,15009
158,341,5477
12,135,28766
288,377,24397
6,289,8452
344,74,17320
348,88,12917
391,451,10952
194,298,28704
368,159,2781
260,479,26352
393,77,10820
235,238,16365
242,366,32015
418,498,16955
245,234,30564
11,333,11921
172,256,26811
393,159,4763
217,96,7336
54,259,25005
364,490,14590
332,254,21071
429,143,1067
2,205,6277
307,405,20732
441,287,23708
145,67,13193
370,255,5856
399,30,491
341,327,13839
108,181,4782
101,387,26110
437,21,10764
202,258,3997
70,461,887
441,202,15470
382,253,24358
450,110,10635
56,346,30739
419,8,22571
300,118,32217
20,149,31698
231,479,7307
411,489,11415
274,302,13789
494,319,4142
267,281,20827
330,38,17699
232,490,31300
188,256,19156
19,215,59
484,284,14802
24,327,27059
435,220,6265
315,482,14431
121,323,1498
267,69,32533
458,142,23281
2,273,28266
391,374,3719
257,153,31400
18,243,26822
185,424,5000
308,205,18835
87,335,7788
330,372,21904
24,199,9419
364,75,4641
3,282,18543
108,346,7471
361,335,30303
409,443,9601
490,477,5529
177,482,31529
98,436,7908
40,458,21655
281,282,13648
48,381,8044
65,492,16209
116,184,11989
360,454,19768
332,269,5068
224,451,18782
105,50,24165
402,439,11813
399,439,3718
291,469,32483
271,375,4298
268,86,1162
329,101,21542
317,420,6632
442,2,5409
370,230,7536
338,66,26733
405,158,3425
9,62,4502
93,47,14934
459,494,26608
49,411,6819
430,317,2565
234,429,16715
45,198,22476
298,371,16074
367,161,10039
104,136,14094
234,389,2306
36,205,13604
211,422,8369
134,309,3725
14,453,22070
310,55,20998
112,202,6530
190,396,13951
328,322,29544
104,449,9649
177,438,26406
271,135,5205
302,334,12434
7,88,30840
107,104,24483
377,216,556
93,455,28721
198,479,9999
411,261,16698
130,402,9824
354,288,4426
453,375,11924
85,197,19932
12,340,3762
190,214,8651
446,410,11482
402,229,21290
429,462,472
139,28,22765
143,102,9305
181,232,19082
307,95,4358
387,10,15244
192,500,30371
201,98,1709
246,268,31615
419,413,3551
242,155,5152
444,192,10402
362,217,32489
107,145,32702
451,99,10134
321,458,13284
191,424,14220
42,498,19730
387,168,23597
123,160,20339
155,76,12976
183,355,18718
428,41,2525
301,130,22948
305,172,5610
478,470,11419
406,240,28904
458,274,31852
310,340,18302
470,97,29839
261,289,7858
263,486,23989
150,333,4027
360,177,29891
16,394,14446
209,199,18508
161,332,26160
421,115,3013
357,248,27518
498,149,16432
488,81,30540
259,192,8112
394,33,12712
94,476,25439
116,404,22949
84,316,17706
70,299,30034
185,371,27345
217,170,11806
476,116,6686
215,286,16505
495,165,6413
237,286,6544
289,40,4862
177,1,27125
61,377,29221
119,87,21974
445,31,5025
252,33,26178
130,170,27328
331,175,23913
159,261,23176
339,77,1114
15,491,32629
276,252,16587
74,250,7613
432,271,19085
32,45,18369
496,175,16980
228,30,18828
48,441,2756
438,308,21105
53,355,12859
292,58,17475
247,103,26904
433,44,1947
332,331,13734
312,9,231
383,425,28197
452,102,23551
353,140,28725
125,106,5647
316,161,12728
267,419,13356
335,462,10210
119,2,7973
259,90,16752
322,368,22284
237,370,25039
10,404,24482
374,285,11727
327,428,26086
114,444,32755
99,206,29432
36,292,25905
398,419,10440
374,455,16180
331,172,6041
71,131,21339
447,382,22081
337,116,13191
366,346,3699
222,193,15802
162,368,3000
76,191,655
12,355,17708
68,478,5177
319,245,29684
399,120,27856
177,455,12550
371,83,29219
122,214,2718
207,325,21653
172,288,15635
478,290,6025
39,177,8940
293,368,26525
391,241,13736
360,495,3807
204,383,15233
282,55,22563
359,101,8141
319,366,29758
489,168,14800
309,323,24871
314,25,30234
158,205,32694
277,355,5672
293,164,8629
362,297,21624
493,34,29096
492,249,28182
121,281,30365
75,214,2111
428,92,30378
337,177,15687
293,496,19512
217,196,23911
391,282,19230
4,307,31482
219,35,17003
327,282,2201
18,455,5506
106,419,15966
30,475,380
42,338,13514
317,421,32527
158,133,15656
71,404,27177
144,462,3245
261,314,18868
109,391,25279
142,60,1268
81,477,16214
303,446,18394
409,203,4200
17,206,13459
268,45,22212
312,122,2299
476,286,19697
82,449,14846
379,359,31453
384,488,24592
453,399,14216
198,378,30525
22,44,30189
301,275,14978
362,254,11826
489,352,14555
339,223,31815
131,223,23799
153,77,6037
438,318,27039
175,479,623
472,68,14286
47,294,13296
184,106,3312
211,321,14079
455,3,8296
435,47,26382
213,123,26698
480,329,20138
99,232,8250
362,293,24839
408,289,9426
78,165,25543
266,80,17256
178,47,20655
492,40,4359
213,131,20236
151,434,3311
40,245,11250
121,179,26141
50,228,27302
353,51,27675
346,461,19992
158,353,23398
420,398,19098
441,337,14615
35,27,26402
494,7,17087
375,196,28273
463,469,23431
80,386,27370
269,109,9606
297,49,13726
226,234,16177
61,434,4481
41,44,1581
317,497,12737
67,371,30715
105,39,13999
433,197,7715
182,290,11973
71,332,14070
56,310,4521
462,480,19711
402,387,2362
429,329,8132
157,9,6340
454,226,12462
404,208,17693
425,418,304
261,478,22475
449,84,29231
156,138,4127
441,116,16316
402,191,12371
21,121,15246
20,277,42
13,221,4499
108,101,15356
243,242,8332
77,164,10144
164,125,16418
383,215,28745
75,90,32444
287,421,27004
392,36,12429
189,79,21863
431,29,22152
217,367,9022
464,413,16190
280,65,28270
295,189,7385
99,147,8131
35,234,29355
91,180,28120
318,440,519
363,290,14897
455,395,935
249,417,9316
43,80,30333
340,336,31445
475,494,20205
272,238,9915
46,247,12833
449,185,3538
85,1,3496
437,379,29344
44,127,21831
490,314,21993
277,460,27591
292,179,19322
23,326,27120
277,487,10306
226,13,18214
48,159,7562
196,125,25867
153,329,2861
205,81,401
145,20,20535
192,288,25328
313,433,3270
120,148,18072
481,129,11501
116,94,9169
204,209,23640
109,431,3586
499,260,32648
106,312,19409
274,273,5567
14,97,20377
433,494,20248
424,111,11797
87,5,5893
279,246,21092
363,378,30041
476,178,6352
259,226,32262
44,359,31795
50,141,6022
268,43,30932
128,269,2890
422,464,27154
197,186,3641
256,156,26787
250,63,5942
289,400,15240
91,16,14257
134,10,32054
261,205,3743
435,185,946
414,198,26740
396,56,13705
146,390,16125
39,469,3822
237,38,5535
359,231,9849
17,301,23562
8,84,23789
474,10,5680
64,121,10130
397,292,12720
28,470,15064
256,433,16196
487,198,28836
361,324,12639
47,347,12754
293,84,6420
456,282,15516
241,80,4590
221,486,6692
95,197,32533
234,24,9996
90,23,20582
430,272,26176
397,89,2928
175,100,10241
36,478,11797
32,350,2406
466,428,15198
247,100,20363
34,277,2684
373,237,20729
258,201,8587
302,487,30944
429,345,1247
213,36,19971
154,299,9755
496,431,3159
97,154,19085
116,471,2941
172,440,19692
38,187,216
342,239,4165
45,330,11812
349,258,8559
454,51,6366
416,216,1157
52,322,1061
175,156,26656
158,462,567
328,118,17968
320,150,6021
403,449,3739
7,382,31741
264,479,21515
9,295,3542
440,381,17060
284,197,17153
83,39,27458
41,229,27062
178,40,7684
350,378,6454
244,158,26712
219,359,14915
42,94,18222
299,434,23790
120,409,11343
226,426,13378
412,314,8776
473,16,11802
164,6,26500
76,403,6800
99,61,17152
224,307,22484
493,242,5649
265,262,30570
490,134,7224
432,15,21308
196,46,19037
414,299,4200
315,205,31349
208,3,32348
158,197,31733
117,366,27181
278,168,5965
86,354,15396
489,167,15815
213,174,10392
324,62,31149
350,192,12634
146,315,11428
457,407,27287
464,303,2387
314,138,12378
141,262,29933
370,263,18857
396,146,24985
74,361,7514
126,199,8647
80,324,17243
348,324,9746
265,216,31468
433,471,18304
120,326,12878
4,282,26965
66,368,31984
195,467,28589
190,166,23347
85,304,3927
108,149,20004
158,207,14892
159,396,31168
48,161,16383
414,352,15949
175,16,10841
242,265,28289
7,264,12714
404,221,29445
274,136,24841
114,389,508
225,284,12636
222,81,9244
129,301,25336
20,401,24607
334,455,23008
281,352,27365
285,142,30009
492,171,21738
430,434,24662
436,450,9005
69,152,14346
77,395,11015
480,402,25748
343,418,30604
112,55,15828
260,270,29347
311,209,3073
197,348,909
303,288,31297
112,451,2557
385,486,24220
49,487,13194
121,134,15610
366,482,14428
201,433,16412
415,167,3272
371,122,25426
268,82,8466
488,415,30307
69,460,8885
23,2,4529
188,288,18247
236,338,10087
118,166,10830
50,11,27913
498,76,25188
445,350,7795
200,29,28060
155,500,31752
65,129,28382
426,64,27007
52,60,24177
362,395,9366
54,355,12163
102,180,25295
452,323,29092
390,8,9209
475,44,19611
340,357,15312
30,369,17653
359,336,1192
433,356,29927
259,190,7100
140,249,2038
269,217,26358
150,364,19820
282,457,5259
39,31,11886
255,138,13807
257,454,20305
202,321,1443
354,464,22336
416,473,32701
143,20,19031
257,60,835
432,55,25014
143,59,18089
471,68,10819
406,144,5146
426,186,15884
349,205,4689
37,186,30092
367,16,25896
344,171,17727
159,314,18274
365,52,6474
183,239,29197
492,447,5715
4,286,20046
86,392,19989
238,158,11632
345,62,15189
258,79,25439
182,257,20145
1,174,19297
60,474,22216
343,208,16274
376,312,23063
1,256,17669
140,480,14711
173,358,1186
240,383,29027
167,394,23313
106,156,7938
418,127,25711
495,498,18459
275,332,12543
285,243,17710
139,341,24249
306,43,13272
441,25,12177
373,374,3506
385,295,17045
404,145,32542
323,349,10791
326,169,30413
472,321,17418
427,469,29153
347,261,2040
91,268,11022
33,490,14922
418,324,13773
141,446,28572
295,405,31958
488,243,15090
200,61,31799
167,436,3241
37,229,3863
249,489,21838
31,278,7052
225,163,5127
453,238,20781
318,204,18466
489,347,20284
334,18,10300
6,76,11122
177,81,20306
428,213,198
135,395,20616
281,259,4956
188,55,19225
273,73,26758
426,432,30998
474,445,4357
79,133,1237
68,194,4140
436,127,9065
174,338,28839
480,246,3136
235,423,5254
451,261,3375
39,154,2266
354,186,23368
177,144,23372
336,235,19167
146,495,6741
78,476,17228
73,245,13356
362,174,4936
473,99,29055
43,392,20731
166,129,8337
491,244,15632
499,119,31323
444,298,17006
183,461,11957
418,299,8973
157,331,17212
24,247,13099
284,270,29374
268,470,29769
390,342,19195
404,202,9029
152,251,30435
352,20,7898
484,154,29856
423,349,26831
413,208,17989
168,468,15476
60,214,12393
341,98,5748
217,337,20075
189,125,17625
55,204,13075
235,493,29785
257,104,10597
332,403,5358
358,8,28052
86,149,28287
356,180,8020
356,60,9409
58,237,26114
478,112,5532
90,187,13134
199,211,32742
446,133,4812
230,164,25918
132,437,12324
144,96,10174
246,470,9458
96,1,25000
405,32,21361
397,66,32088
159,480,31487
420,232,22019
441,244,10691
310,329,959
166,24,27025
259,142,12627
436,86,1943
150,433,11978
181,227,16802
26,37,668
36,434,31259
422,354,4038
195,284,790
377,205,701
370,120,43
17,464,20772
149,297,15280
214,410,11133
25,346,254
258,498,8834
262,21,12474
472,192,2550
182,233,9559
203,47,24835
401,351,27991
117,115,19594
267,39,28306
208,254,16680
18,378,29462
140,497,21374
368,350,6033
81,232,16320
179,335,31162
335,280,2073
434,415,24277
327,304,15619
215,25,18807
157,471,1309
107,80,2057
351,362,20136
34,195,1874
212,91,30467
359,128,29286
415,63,15128
92,425,293
430,43,21538
180,238,30172
323,89,30481
185,302,6725
262,338,24564
420,54,23147
190,411,32657
17,475,14216
476,79,16507
355,436,29023
454,61,20515
80,269,21832
341,227,20329
183,449,28529
324,55,8897
317,500,21471
487,166,24122
356,30,464
356,200,9225
150,58,24459
422,42,19570
475,486,17868
475,52,25623
115,403,22843
438,77,2587
56,454,21954
458,429,2464
448,16,17046
420,482,17022
314,167,5961
71,287,9039
110,361,31052
365,74,11040
409,155,9203
132,373,30924
196,55,19445
35,65,14191
30,373,15976
76,438,26623
406,98,24447
118,121,15646
295,3,27103
177,466,16740
329,265,4998
106,317,16986
345,249,32113
279,172,5085
253,216,32015
262,461,5279
112,178,30241
475,49,23618
85,280,1363
318,74,13174
276,77,10341
394,32,24202
204,388,7855
25,384,5831
91,190,26637
388,56,5502
386,192,2942
375,367,17373
27,109,26548
222,120,11185
178,455,7963
445,499,24866
92,87,30592
162,354,12353
457,179,29033
46,20,14062
271,394,31119
22,495,9370
16,228,24745
322,293,4557
232,82,29101
276,204,9709
156,467,8236
215,50,27192
87,18,21535
458,453,31303
485,237,25652
354,47,1980
364,69,30636
170,340,20192
51,336,18925
470,10,14417
252,175,6481
485,79,2079
20,105,14296
66,487,13547
78,281,4045
310,92,25044
159,438,18295
116,214,3169
446,470,22127
224,136,23472
158,388,9273
256,282,12419
23,283,6605
284,261,30329
483,409,15144
373,469,2625
291,238,27645
98,213,9292
248,493,6974
21,226,5724
56,351,12819
447,245,4006
68,249,9294
483,18,26370
386,307,3944
236,127,10057
274,92,24526
323,49,11968
494,457,32429
444,205,8965
164,279,16056
47,495,3416
289,291,32265
373,72,18598
369,318,9128
439,277,21002
204,262,13579
280,418,4827
275,392,10384
345,248,29581
166,258,7738
299,206,23133
191,331,20462
168,9,17418
197,23,20144
290,333,30761
24,451,495
57,112,8952
479,363,16140
4,277,23744
297,252,16021
24,27,27421
259,215,487
379,262,25290
74,260,14149
306,92,20677
81,124,26343
408,82,25149
471,293,16631
330,462,29706
315,473,29467
85,91,8399
345,181,23912
311,159,14701
251,411,21281
84,354,13411
164,276,28057
460,317,25427
39,175,21405
307,290,30929
487,241,5423
381,22,9745
173,104,11916
403,271,28752
404,45,30374
212,104,11279
494,331,31894
383,492,24692
448,211,29887
241,69,16235
433,82,8594
19,281,10944
451,360,25585
202,299,4233
90,298,169
223,58,30229
160,418,28196
253,466,15539
465,302,25384
199,78,6665
457,270,26149
36,153,3918
103,320,21391
112,311,26231
359,232,26977
295,280,22216
135,385,13794
282,22,4229
440,115,26837
425,476,23041
140,368,12035
292,320,20771
314,124,9071
386,46,20290
358,255,15766
73,333,21778
50,185,5262
456,401,28737
53,350,29540
200,186,23830
437,284,30850
18,316,20903
3,471,28055
225,25,27665
80,189,29941
130,21,28721
129,352,9424
390,382,212
209,448,27933
341,243,3051
413,83,22096
14,401,29311
228,216,4843
325,162,14566
25,240,30134
254,69,17954
305,132,32135
100,333,22191
157,120,28981
349,54,10706
265,141,25483
269,397,27242
489,311,10994
219,9,24330
108,122,5433
325,262,30755
128,101,22776
306,62,2456
114,295,22939
136,2,30047
62,203,31257
365,306,16937
149,303,15594
188,170,27701
50,72,23373
322,339,28602
58,215,21432
207,232,32157
179,296,12141
151,174,15168
368,259,26731
344,323,5243
132,99,20532
367,183,4902
479,497,27941
13,189,29117
257,82,18248
35,107,18181
7,121,24305
350,75,18105
149,179,19358
245,434,11890
86,456,10657
403,289,22324
270,404,16457
250,483,28950
102,301,10892
149,280,2025
5,53,17911
233,85,11714
323,265,676
143,356,27683
191,466,31964
395,287,15050
335,409,13180
6,75,30914
21,16,20991
129,421,9481
13,31,28753
297,298,11915
250,350,1881
312,298,3930
470,231,17034
160,188,5433
283,178,30184
193,170,28113
33,326,32052
188,185,22300
337,196,29761
191,423,17659
264,120,25003
242,500,29423
200,497,25686
248,215,17756
347,194,2441
301,394,8184
138,287,29828
338,234,32549
433,412,16851
395,369,16486
43,40,16154
305,428,22438
249,397,26236
230,168,24102
285,300,12849
455,388,16607
338,341,28788
239,240,7146
448,182,8224
136,178,20430
324,444,29646
181,434,9090
397,237,19833
69,274,24092
410,279,10599
284,184,20807
473,170,9727
305,188,7744
353,215,7734
460,200,17335
62,184,5064
319,257,15192
132,211,24024
197,120,32357
283,91,1418
357,305,27372
437,240,7604
435,103,19051
461,164,27659
217,53,2784
58,489,3736
417,98,6691
300,37,30749
138,476,23851
207,103,15051
378,64,5860
253,257,25364
123,363,28494
193,476,18370
331,408,2411
414,401,8898
446,164,26650
289,447,27516
152,48,23531
370,46,30074
206,476,4103
96,193,27561
182,404,13794
211,101,24492
364,205,6017
154,41,25615
175,379,28454
66,266,19582
127,221,12364
257,390,27870
344,255,25020
468,23,10854
344,158,18294
403,126,10771
128,363,7469
414,226,25514
123,419,5111
213,437,3823
97,58,30505
284,340,20643
427,190,29068
349,69,22729
343,56,5869
336,408,24882
84,129,1048
78,394,11656
460,265,17556
188,270,21225
305,19,12417
17,208,5370
84,332,24960
221,469,8893
453,7,2722
126,218,19618
72,275,9152
152,492,31350
318,201,4827
389,470,841
220,151,24139
388,432,25183
290,316,2281
41,306,27590
151,206,5499
5,455,26670
255,391,24836
376,160,13068
280,142,7116
348,278,26421
453,308,14137
123,271,9589
390,200,13013
72,169,24010
472,37,23818
368,318,3917
145,460,27781
205,478,31731
494,210,23875
254,381,9378
131,462,18594
216,268,22357
478,326,4638
447,122,31817
170,330,19071
383,238,28766
11,369,10650
156,475,27188
148,321,765
337,459,29873
336,116,26005
189,140,10579
127,346,20892
124,455,24251
123,222,6511
222,433,2108
324,166,32443
137,427,6236
418,495,22447
491,321,8860
404,110,11044
177,98,32747
384,64,7644
335,323,9465
105,130,17769
419,266,29345
88,289,22417
39,314,26399
310,199,11471
57,181,25430
155,455,9432
7,421,29297
72,35,14972
15,423,904
366,222,8042
148,170,1577
106,490,4854
86,375,15
138,78,29716
343,40,25866
305,290,32613
216,489,29190
313,384,17216
438,487,21845
126,396,4980
237,211,26769
118,25,2834
359,189,20828
299,257,28302
201,444,7332
261,387,7060
226,195,2133
294,155,10563
14,298,30474
340,500,28697
131,186,31359
459,102,26132
154,186,27556
177,138,11751
164,409,31204
192,317,12111
453,141,26768
348,283,14513
94,147,11952
41,232,3069
4,163,27294
147,85,23286
131,334,17245
20,175,7919
271,422,1387
428,37,30084
186,471,2667
245,261,20599
48,188,2065
140,354,17174
500,123,24576
280,413,14147
161,415,11263
368,465,7192
259,30,23796
60,398,8660
367,432,14579
418,318,6946
46,137,25903
259,409,19538
62,174,14433
343,138,3327
451,10,7099
361,94,966
160,11,4598
205,226,23709
353,144,10783
275,319,5427
25,180,4414
467,23,8349
458,38,23678
163,290,3655
495,318,4435
101,470,11000
318,148,12505
204,169,10732
464,366,14158
442,208,23587
204,150,30854
19,193,3997
137,178,14416
498,157,17212
335,391,640
305,390,14737
391,217,21240
232,356,21116
114,461,18164
243,206,27994
33,224,16655
330,282,26235
187,221,4036
500,304,17664
191,487,29022
291,361,7224
192,347,17750
334,350,19643
272,317,3164
333,250,20344
367,299,31658
181,231,17967
187,2,8198
164,198,31198
114,361,9697
356,12,1698
301,402,18733
473,253,21158
261,282,18018
90,291,130
372,300,25767
320,328,4158
224,417,2137
39,311,23982
229,25,13617
188,370,19449
207,427,21275
472,434,23939
29,378,4036
233,433,6603
231,57,16457
395,370,14468
221,85,20798
16,50,16696
439,84,16963
453,382,30940
360,264,19061
382,332,10338
122,158,14466
417,178,32394
103,228,8657
31,460,23113
24,93,16709
148,245,19566
225,458,22749
362,79,6864
358,71,25774
293,350,28865
22,76,12765
405,165,13467
218,276,3862
467,38,22784
210,489,6609
423,151,4922
269,405,22627
483,246,3452
170,37,21756
472,381,2556
129,287,25957
38,345,28887
79,102,3805
344,24,11826
479,250,26454
124,162,4088
158,297,15391
209,6,7424
190,231,20128
172,188,10075
394,76,1111
359,59,2059
9,317,4360
124,463,8088
475,110,29169
365,138,23330
198,147,16996
55,171,11893
365,93,9039
341,218,19572
494,98,14203
133,328,18129
27,396,13703
170,470,11463
344,382,11838
270,36,31386
346,212,13211
170,24,5554
407,306,25785
471,455,19394
319,282,4620
256,37,8231
376,453,9813
379,485,13785
292,373,27237
402,244,8154
11,179,7927
131,122,30270
82,80,4106
428,261,12934
344,490,11412
141,480,17930
146,475,18836
48,208,16256
87,254,8097
375,452,5032
327,365,11287
